City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,Dikson,RU,2022-01-24 20:30:15,73.5069,80.5464,10.45,85,100,32.7
1,Punta Arenas,CL,2022-01-24 20:30:15,-53.15,-70.9167,60.82,54,40,44.87
2,Lebu,CL,2022-01-24 20:30:16,-37.6167,-73.65,62.73,69,1,17.49
3,Tasiilaq,GL,2022-01-24 20:30:16,65.6145,-37.6368,23.16,63,100,10.09
4,Severo-Kurilsk,RU,2022-01-24 20:30:16,50.6789,156.125,21.56,69,98,9.37
5,Tuktoyaktuk,CA,2022-01-24 20:30:16,69.4541,-133.0374,6.8,85,40,16.11
6,Vila Franca Do Campo,PT,2022-01-24 20:30:17,37.7167,-25.4333,59.2,80,81,6.78
7,Hermanus,ZA,2022-01-24 20:30:17,-34.4187,19.2345,70.81,93,5,6.76
8,Zhezkazgan,KZ,2022-01-24 20:30:17,47.8043,67.7144,0.52,87,5,7.36
9,Albany,US,2022-01-24 20:26:46,42.6001,-73.9662,28.62,53,57,1.01
10,Kruisfontein,ZA,2022-01-24 20:30:18,-34.0033,24.7314,69.89,82,82,14.63
11,Carnarvon,AU,2022-01-24 20:30:18,-24.8667,113.6333,75.27,83,0,16.11
12,Soyo,AO,2022-01-24 20:30:18,-6.1349,12.3689,77.34,83,82,7.99
13,Mar Del Plata,AR,2022-01-24 20:30:19,-38.0023,-57.5575,80.62,73,20,4.0
14,Busselton,AU,2022-01-24 20:30:19,-33.65,115.3333,60.08,80,45,10.96
15,Klaksvik,FO,2022-01-24 20:30:19,62.2266,-6.589,38.32,70,100,13.47
16,Celestun,MX,2022-01-24 20:30:19,20.8667,-90.4,77.59,66,18,9.13
17,Kalaleh,IR,2022-01-24 20:30:20,37.3807,55.4916,41.36,37,0,7.16
18,Mataura,NZ,2022-01-24 20:30:20,-46.1927,168.8643,56.48,66,47,3.06
19,Victor Harbor,AU,2022-01-24 20:30:20,-35.5667,138.6167,77.9,90,70,5.79
20,Port Alfred,ZA,2022-01-24 20:30:21,-33.5906,26.891,70.61,88,30,21.21
21,Necochea,AR,2022-01-24 20:30:21,-38.5473,-58.7368,75.04,60,0,13.69
22,Leningradskiy,RU,2022-01-24 20:30:21,69.3833,178.4167,-15.81,86,100,10.56
23,Barrow,US,2022-01-24 20:30:03,71.2906,-156.7887,10.42,79,100,18.41
24,Castro,BR,2022-01-24 20:30:21,-24.7911,-50.0119,83.17,59,25,2.71
25,Lawton,US,2022-01-24 20:29:20,34.6087,-98.3903,64.63,26,0,0.0
26,Mayo,US,2022-01-24 20:30:22,38.8876,-76.5119,42.37,59,0,7.0
27,Evensk,RU,2022-01-24 20:30:22,61.95,159.2333,-8.36,85,98,5.19
28,Lagos,NG,2022-01-24 20:28:18,6.5833,3.75,82.72,79,4,5.17
29,Tiruppuvanam,IN,2022-01-24 20:30:22,9.8333,78.2667,75.2,79,100,4.0
30,Tongliao,CN,2022-01-24 20:30:23,43.6125,122.2653,-5.75,99,44,3.36
31,Rikitea,PF,2022-01-24 20:30:23,-23.1203,-134.9692,78.53,70,100,19.1
32,Discovery Bay,US,2022-01-24 20:30:23,37.9085,-121.6002,64.47,60,0,0.0
33,Vysokogornyy,RU,2022-01-24 20:30:24,50.1167,139.15,-16.87,100,95,2.64
34,Chokurdakh,RU,2022-01-24 20:30:24,70.6333,147.9167,-24.74,100,99,4.99
35,Dossor,KZ,2022-01-24 20:30:24,47.5272,52.9811,20.25,87,100,15.17
36,New Norfolk,AU,2022-01-24 20:30:25,-42.7826,147.0587,62.1,69,100,0.22
37,Quelimane,MZ,2022-01-24 20:30:25,-17.8786,36.8883,78.75,94,75,14.97
38,Linjiang,CN,2022-01-24 20:30:25,41.8069,126.9078,7.18,97,53,0.72
39,Paoua,CF,2022-01-24 20:30:26,7.2427,16.4406,73.33,21,73,4.97
40,Jamestown,US,2022-01-24 20:30:26,42.097,-79.2353,21.09,64,100,5.99
41,Golden Gate,US,2022-01-24 20:29:45,26.1879,-81.6951,66.27,35,0,8.05
42,Bengkulu,ID,2022-01-24 20:30:26,-3.8004,102.2655,75.79,88,96,3.85
43,Cape Town,ZA,2022-01-24 20:26:20,-33.9258,18.4232,70.12,86,75,5.01
44,Grand Baie,MU,2022-01-24 20:30:27,-20.0182,57.5802,79.27,69,18,8.01
45,Port Blair,IN,2022-01-24 20:30:27,11.6667,92.75,74.95,74,0,2.57
46,Bluff,NZ,2022-01-24 20:31:28,-46.6,168.3333,56.8,76,97,13.2
47,Anadyr,RU,2022-01-24 20:31:28,64.75,177.4833,-21.5,76,20,11.18
48,Butaritari,KI,2022-01-24 20:31:28,3.0707,172.7902,81.25,79,95,16.11
49,Hilo,US,2022-01-24 20:30:45,19.7297,-155.09,78.53,50,0,9.22
50,Vila Velha,BR,2022-01-24 20:28:37,-20.3297,-40.2925,84.43,67,20,7.0
51,Airai,TL,2022-01-24 20:28:18,-8.9266,125.4092,60.26,89,67,2.37
52,Ribeira Grande,PT,2022-01-24 20:31:29,38.5167,-28.7,57.6,72,20,8.05
53,Sitka,US,2022-01-24 20:31:29,57.0531,-135.33,39.09,87,100,8.05
54,Airdrie,GB,2022-01-24 20:31:29,55.866,-3.9803,46.67,93,98,5.23
55,Saskylakh,RU,2022-01-24 20:31:30,71.9167,114.0833,-8.12,96,100,6.29
56,Venado Tuerto,AR,2022-01-24 20:30:03,-33.7456,-61.9688,86.77,48,100,3.8
57,Kodiak,US,2022-01-24 20:31:30,57.79,-152.4072,40.51,75,100,8.05
58,Saraland,US,2022-01-24 20:31:30,30.8207,-88.0706,61.12,50,100,4.34
59,Eureka,US,2022-01-24 20:31:31,40.8021,-124.1637,62.13,60,42,3.0
60,Kutum,SD,2022-01-24 20:31:31,14.2,24.6667,59.79,21,41,9.06
61,Khor,RU,2022-01-24 20:31:31,47.8861,134.9464,-11.94,100,100,2.51
62,Mount Isa,AU,2022-01-24 20:31:13,-20.7333,139.5,74.97,100,100,6.91
63,Hobart,AU,2022-01-24 20:31:32,-42.8794,147.3294,62.46,92,75,4.61
64,San Antonio,US,2022-01-24 20:30:48,29.4241,-98.4936,55.85,88,100,0.0
65,San Patricio,US,2022-01-24 20:31:32,28.017,-97.5169,51.89,87,100,8.05
66,Kununurra,AU,2022-01-24 20:31:32,-15.7667,128.7333,75.18,94,100,3.44
67,Longyearbyen,SJ,2022-01-24 20:31:32,78.2186,15.6401,19.24,73,40,21.85
68,Ushuaia,AR,2022-01-24 20:31:33,-54.8,-68.3,55.02,62,75,27.63
69,Nichinan,JP,2022-01-24 20:31:33,31.6,131.3667,50.54,85,100,7.96
70,Atbasar,KZ,2022-01-24 20:31:33,51.8,68.3333,-9.11,100,89,3.47
71,Clyde River,CA,2022-01-24 20:31:34,70.4692,-68.5914,-3.77,84,100,26.46
72,Bredasdorp,ZA,2022-01-24 20:31:34,-34.5322,20.0403,69.28,78,0,8.05
73,Korla,CN,2022-01-24 20:31:34,41.7597,86.1469,24.82,63,100,2.17
74,Kapaa,US,2022-01-24 20:28:23,22.0752,-159.319,75.47,67,40,4.0
75,Tiksi,RU,2022-01-24 20:31:34,71.6872,128.8694,-7.62,98,100,6.26
76,Katsuura,JP,2022-01-24 20:31:35,35.1333,140.3,39.31,61,92,9.89
77,Khatanga,RU,2022-01-24 20:31:35,71.9667,102.5,6.03,93,100,17.29
78,San Estanislao,CO,2022-01-24 20:31:35,10.3983,-75.1511,85.89,51,45,18.68
79,Qaqortoq,GL,2022-01-24 20:29:10,60.7167,-46.0333,28.9,86,100,12.48
80,Torbay,CA,2022-01-24 20:30:25,47.6666,-52.7314,33.76,95,100,21.85
81,Tezu,IN,2022-01-24 20:31:36,27.9167,96.1667,53.24,88,84,3.24
82,Agutaya,PH,2022-01-24 20:31:36,11.148,120.9417,79.18,86,100,27.02
83,Norman Wells,CA,2022-01-24 20:31:36,65.282,-126.8329,10.44,85,75,11.5
84,Cap Malheureux,MU,2022-01-24 20:31:37,-19.9842,57.6142,79.29,69,28,8.01
85,Kaitangata,NZ,2022-01-24 20:31:37,-46.2817,169.8464,59.94,73,60,3.76
86,Namibe,AO,2022-01-24 20:31:38,-15.1961,12.1522,76.28,81,35,3.47
87,Wattegama,LK,2022-01-24 20:31:38,6.7989,81.4808,66.4,88,100,1.1
88,Lerwick,GB,2022-01-24 20:31:38,60.1545,-1.1494,42.8,70,71,9.33
89,Tuatapere,NZ,2022-01-24 20:31:39,-46.1333,167.6833,56.82,70,73,0.6
90,Mogadishu,SO,2022-01-24 20:31:44,2.0371,45.3438,77.2,79,51,23.82
91,Ostrovnoy,RU,2022-01-24 20:32:39,68.0531,39.5131,30.38,85,100,14.34
92,Orlik,RU,2022-01-24 20:32:39,52.5178,99.825,-8.1,94,100,2.33
93,Georgetown,MY,2022-01-24 20:32:39,5.4112,100.3354,80.53,93,40,1.99
94,Avarua,CK,2022-01-24 20:31:49,-21.2078,-159.775,80.65,89,75,6.91
95,Fortuna,US,2022-01-24 20:32:40,40.5982,-124.1573,61.86,54,32,1.99
96,Meulaboh,ID,2022-01-24 20:32:40,4.1363,96.1285,74.79,90,77,3.71
97,Beringovskiy,RU,2022-01-24 20:32:40,63.05,179.3167,-21.42,90,11,7.72
98,Cherskiy,RU,2022-01-24 20:32:41,68.75,161.3,-29.88,99,100,6.62
99,Tianpeng,CN,2022-01-24 20:32:41,30.9866,103.9393,45.07,87,99,3.69
100,Roald,NO,2022-01-24 20:32:41,62.5833,6.1333,41.32,65,75,18.41
101,Upernavik,GL,2022-01-24 20:32:41,72.7868,-56.1549,-10.7,80,73,8.03
102,Hithadhoo,MV,2022-01-24 20:32:42,-0.6,73.0833,81.05,77,82,13.13
103,Zverinogolovskoye,RU,2022-01-24 20:32:42,54.4586,64.8542,5.95,90,100,5.99
104,Yellowknife,CA,2022-01-24 20:30:23,62.456,-114.3525,-8.59,79,20,8.05
105,Ilulissat,GL,2022-01-24 20:32:42,69.2167,-51.1,21.22,45,100,9.22
106,Cabo San Lucas,MX,2022-01-24 20:28:59,22.8909,-109.9124,76.6,53,0,3.44
107,Ampanihy,MG,2022-01-24 20:32:43,-24.7,44.75,71.53,74,0,13.76
108,Coihaique,CL,2022-01-24 20:30:05,-45.5752,-72.0662,66.81,45,40,12.66
109,Mbulu,TZ,2022-01-24 20:32:43,-3.85,35.5333,59.38,87,99,2.95
110,Jardim,BR,2022-01-24 20:32:44,-21.4803,-56.1381,84.02,65,76,11.63
111,Riyadh,SA,2022-01-24 20:31:18,24.6877,46.7219,62.74,30,0,3.6
112,Laguna,US,2022-01-24 20:32:44,38.421,-121.4238,65.44,62,0,1.01
113,Atuona,PF,2022-01-24 20:32:44,-9.8,-139.0333,78.6,72,6,16.69
114,Livingstonia,MW,2022-01-24 20:32:44,-10.606,34.1063,64.98,81,100,5.37
115,Warrington,GB,2022-01-24 20:30:01,53.3925,-2.5802,39.61,90,100,1.99
116,Arraial Do Cabo,BR,2022-01-24 20:32:45,-22.9661,-42.0278,82.36,69,0,21.85
117,Cache Creek,CA,2022-01-24 20:32:45,50.8101,-121.3246,43.38,91,32,3.89
118,Bethel,US,2022-01-24 20:32:45,41.3712,-73.414,32.41,59,0,3.44
119,Lazaro Cardenas,MX,2022-01-24 20:32:46,17.9583,-102.2,82.15,55,54,11.32
120,Abu Samrah,SY,2022-01-24 20:32:46,35.3029,37.1841,36.84,81,6,2.84
121,Portland,US,2022-01-24 20:29:15,45.5234,-122.6762,55.06,81,40,1.01
122,Mount Gambier,AU,2022-01-24 20:32:46,-37.8333,140.7667,71.51,60,43,8.05
123,Port Lincoln,AU,2022-01-24 20:32:47,-34.7333,135.8667,68.38,89,0,4.5
124,Balkanabat,TM,2022-01-24 20:32:47,39.5108,54.3671,44.11,43,0,6.33
125,Russell,US,2022-01-24 20:32:47,32.3502,-85.1999,60.51,37,0,0.0
126,Yulara,AU,2022-01-24 20:32:48,-25.2406,130.9889,75.04,53,0,6.91
127,Nedjo,ET,2022-01-24 20:32:48,9.5046,35.5019,64.47,35,79,5.88
128,Phalaborwa,ZA,2022-01-24 20:32:48,-23.943,31.1411,72.68,68,100,10.04
129,Faanui,PF,2022-01-24 20:32:48,-16.4833,-151.75,80.28,76,100,11.01
130,Inhambane,MZ,2022-01-24 20:32:49,-23.865,35.3833,77.67,85,87,14.74
131,Berlevag,NO,2022-01-24 20:32:49,70.8578,29.0864,28.35,93,75,36.82
132,Pacific Grove,US,2022-01-24 20:32:49,36.6177,-121.9166,68.61,52,0,1.01
133,Maltahohe,NA,2022-01-24 20:32:50,-24.8333,16.9833,77.68,28,11,10.51
134,Los Llanos De Aridane,ES,2022-01-24 20:32:50,28.6585,-17.9182,64.15,76,20,5.99
135,Ust-Karsk,RU,2022-01-24 20:33:50,52.7011,118.8077,-5.75,100,100,0.18
136,Lagoa,PT,2022-01-24 20:33:50,39.05,-27.9833,58.5,68,99,9.6
137,Narsaq,GL,2022-01-24 20:33:51,60.9167,-46.05,28.62,95,100,9.51
138,Kargopol,RU,2022-01-24 20:33:51,61.5071,38.9456,25.86,93,100,13.8
139,Saint-Augustin,CA,2022-01-24 20:33:51,51.226,-58.6502,3.0,93,29,1.43
140,Gorontalo,ID,2022-01-24 20:33:52,0.5412,123.0595,75.07,96,87,2.8
141,Yumen,CN,2022-01-24 20:33:52,40.2833,97.2,16.9,58,83,1.3
142,Bernalillo,US,2022-01-24 20:31:33,35.05,-106.6673,57.47,27,0,6.91
143,Donghai,CN,2022-01-24 20:33:52,22.9459,115.642,64.94,84,94,6.8
144,Kenai,US,2022-01-24 20:33:53,60.5544,-151.2583,35.69,92,100,5.75
145,Carinhanha,BR,2022-01-24 20:33:53,-14.3047,-43.765,79.56,67,100,2.93
146,Port Elizabeth,ZA,2022-01-24 20:32:11,-33.918,25.5701,72.1,88,20,21.85
147,Terrasini,IT,2022-01-24 20:33:54,38.146,13.0844,51.37,58,40,18.41
148,Hasaki,JP,2022-01-24 20:33:54,35.7333,140.8333,30.6,57,11,11.86
149,Summerville,US,2022-01-24 20:28:58,33.0185,-80.1757,60.12,38,0,3.0
150,Fare,PF,2022-01-24 20:33:54,-16.7,-151.0167,80.78,76,100,11.48
151,Codrington,AU,2022-01-24 20:33:55,-38.2667,141.9667,74.53,48,93,3.58
152,Mahebourg,MU,2022-01-24 20:33:55,-20.4081,57.7,79.09,65,40,14.97
153,Nikolskoye,RU,2022-01-24 20:33:55,59.7035,30.7861,31.71,92,100,12.44
154,Te Anau,NZ,2022-01-24 20:33:55,-45.4167,167.7167,57.54,71,50,1.68
155,Plouzane,FR,2022-01-24 20:33:56,48.3833,-4.6167,35.78,96,100,3.44
156,Lasa,IT,2022-01-24 20:33:56,46.6166,10.7002,40.08,68,10,5.08
157,Vaini,TO,2022-01-24 20:33:56,-21.2,-175.2,84.36,84,20,4.61
158,Podporozhye,RU,2022-01-24 20:33:57,60.9112,34.1706,27.1,94,100,13.18
159,Sept-Iles,CA,2022-01-24 20:33:57,50.2001,-66.3821,6.06,55,75,4.0
160,Stromness,GB,2022-01-24 20:33:57,58.965,-3.296,43.05,79,100,9.42
161,Sao Filipe,CV,2022-01-24 20:33:58,14.8961,-24.4956,77.61,55,68,4.43
162,Eyl,SO,2022-01-24 20:33:58,7.9803,49.8164,73.0,69,1,20.54
163,Ulaangom,MN,2022-01-24 20:33:58,49.9811,92.0667,-14.37,85,85,3.0
164,Kiama,AU,2022-01-24 20:33:59,-34.6833,150.8667,70.57,84,100,3.0
165,Souillac,MU,2022-01-24 20:33:59,-20.5167,57.5167,79.18,65,40,14.97
166,Abu Dhabi,AE,2022-01-24 20:33:59,24.4667,54.3667,66.96,72,0,3.44
167,Viedma,AR,2022-01-24 20:34:00,-40.8135,-62.9967,77.11,27,0,13.15
168,Abha,SA,2022-01-24 20:32:20,18.2164,42.5053,53.42,76,0,0.0
169,Grand-Santi,GF,2022-01-24 20:34:00,4.25,-54.3833,75.45,97,45,3.67
170,Cayenne,GF,2022-01-24 20:30:06,4.9333,-52.3333,77.04,89,75,4.0
171,Terrace Bay,CA,2022-01-24 20:34:00,48.7834,-87.1,1.02,82,96,11.27
172,Chuy,UY,2022-01-24 20:34:01,-33.6971,-53.4616,79.7,74,60,10.36
173,Ponta Do Sol,PT,2022-01-24 20:34:01,32.6667,-17.1,63.23,56,80,7.9
174,Linfen,CN,2022-01-24 20:34:01,36.0889,111.5189,33.19,86,13,1.97
175,Qandala,SO,2022-01-24 20:34:02,11.472,49.8728,72.63,69,19,6.11
176,Zyryanka,RU,2022-01-24 20:34:02,65.75,150.85,-33.32,100,96,6.46
177,Thompson,CA,2022-01-24 20:35:03,55.7435,-97.8558,-14.64,64,20,12.66
178,Talladega,US,2022-01-24 20:30:22,33.4359,-86.1058,60.94,33,0,10.36
179,Thunder Bay,CA,2022-01-24 20:35:03,48.4001,-89.3168,7.56,53,0,13.8
180,Lorengau,PG,2022-01-24 20:35:04,-2.0226,147.2712,82.38,77,41,6.17
181,Behshahr,IR,2022-01-24 20:35:04,36.6923,53.5526,35.55,46,0,3.89
182,Itarema,BR,2022-01-24 20:35:00,-2.9248,-39.9167,80.87,71,90,12.01
183,Boden,SE,2022-01-24 20:35:04,65.8252,21.6886,33.8,62,60,11.52
184,Viking,CA,2022-01-24 20:35:05,53.1001,-111.7684,20.52,91,100,4.56
185,Verkhnyaya Inta,RU,2022-01-24 20:35:05,65.9811,60.3094,1.65,88,62,7.76
186,East London,ZA,2022-01-24 20:32:15,-33.0153,27.9116,73.74,77,3,11.61
187,Krasnoselkup,RU,2022-01-24 20:35:05,65.7,82.4667,-11.07,100,98,8.46
188,Saint-Francois,FR,2022-01-24 20:35:06,46.4154,3.9054,30.67,91,0,4.61
189,Bourail,NC,2022-01-24 20:35:06,-21.5667,165.4833,76.42,72,90,3.36
190,Aksarka,RU,2022-01-24 20:35:06,66.5606,67.7975,-2.49,100,100,9.89
191,Balotra,IN,2022-01-24 20:35:07,25.8333,72.2333,56.12,38,0,5.32
192,Petersburg,US,2022-01-24 20:35:07,37.2279,-77.4019,50.95,35,0,4.61
193,Vardo,NO,2022-01-24 20:35:07,70.3705,31.1107,28.6,74,0,36.82
194,Alihe,CN,2022-01-24 20:35:08,50.5667,123.7167,0.68,98,100,1.32
195,Waipawa,NZ,2022-01-24 20:35:08,-41.4122,175.5153,67.46,67,71,5.44
196,Mosquera,CO,2022-01-24 20:32:53,4.7059,-74.2302,66.29,59,40,9.22
197,Homer,US,2022-01-24 20:34:12,59.6425,-151.5483,40.05,92,99,7.83
198,Zhicheng,CN,2022-01-24 20:35:08,30.2956,111.5047,39.38,76,98,2.3
199,Puri,IN,2022-01-24 20:35:09,19.8,85.85,68.52,77,3,8.63
200,Sarankhola,BD,2022-01-24 20:35:09,22.3082,89.7897,61.41,94,5,1.79
201,Chumikan,RU,2022-01-24 20:35:09,54.7183,135.315,-5.51,91,14,17.63
202,Puerto Ayora,EC,2022-01-24 20:35:10,-0.7393,-90.3518,82.36,79,44,11.23
203,Shimoda,JP,2022-01-24 20:35:10,34.6667,138.95,39.11,70,92,8.21
204,Geraldton,AU,2022-01-24 20:35:10,-28.7667,114.6,70.21,43,0,16.11
205,Aripuana,BR,2022-01-24 20:35:10,-9.1667,-60.6333,82.36,85,61,1.05
206,Olafsvik,IS,2022-01-24 20:35:11,64.8945,-23.7142,38.32,96,100,22.44
207,Greystones,IE,2022-01-24 20:35:11,53.1408,-6.0631,42.87,93,84,7.07
208,Mahbubnagar,IN,2022-01-24 20:30:44,16.7333,77.9833,63.46,47,0,6.8
209,Ranong,TH,2022-01-24 20:35:11,9.9658,98.6348,73.2,89,62,3.85
210,Saldanha,ZA,2022-01-24 20:35:12,-33.0117,17.9442,66.25,93,0,20.83
211,Ossora,RU,2022-01-24 20:35:12,59.2353,163.0719,-19.01,90,6,3.98
212,Ormara,PK,2022-01-24 20:35:12,25.2088,64.6357,65.71,38,0,3.96
213,Saint-Philippe,RE,2022-01-24 20:35:12,-21.3585,55.7679,76.59,67,73,15.3
214,Cidreira,BR,2022-01-24 20:35:13,-30.1811,-50.2056,80.64,78,18,12.41
215,Adrar,MR,2022-01-24 20:35:13,20.5022,-10.0711,72.54,18,100,9.73
216,Marabba,SD,2022-01-24 20:35:13,12.35,32.1833,74.25,17,33,13.04
217,Barao De Melgaco,BR,2022-01-24 20:35:14,-16.1944,-55.9675,93.72,53,35,5.12
218,Aswan,EG,2022-01-24 20:34:34,24.0934,32.907,54.7,40,0,9.22
219,San Pedro De Macoris,DO,2022-01-24 20:35:14,18.4616,-69.2972,86.13,58,26,9.24
220,Tarboro,US,2022-01-24 20:35:14,35.8968,-77.5358,51.93,71,11,4.81
221,Ojinaga,MX,2022-01-24 20:35:15,29.5667,-104.4167,64.42,38,0,6.91
222,Kahului,US,2022-01-24 20:35:15,20.8947,-156.47,79.97,62,20,13.8
223,Iqaluit,CA,2022-01-24 20:35:15,63.7506,-68.5145,-14.31,75,75,4.61
224,Port-Gentil,GA,2022-01-24 20:36:15,-0.7193,8.7815,80.29,81,7,10.54
225,Bagdarin,RU,2022-01-24 20:36:16,54.4333,113.6,-4.83,93,100,2.8
226,Mopti,ML,2022-01-24 20:36:16,14.6667,-4.0,73.18,11,47,9.62
227,Adelaide,AU,2022-01-24 20:35:08,-34.9333,138.6,77.29,74,0,5.75
228,Tiruvannamalai,IN,2022-01-24 20:36:16,12.2167,79.0667,70.79,89,73,1.39
229,Vao,NC,2022-01-24 20:36:17,-22.6667,167.4833,76.96,67,49,3.22
230,Manali,IN,2022-01-24 20:36:17,13.1667,80.2667,77.07,88,59,7.25
231,Teberda,RU,2022-01-24 20:36:17,43.4456,41.7448,25.03,95,100,4.94
232,Bambous Virieux,MU,2022-01-24 20:36:18,-20.3428,57.7575,79.05,65,40,14.97
233,Bacolod,PH,2022-01-24 20:33:01,10.6667,122.95,77.45,87,99,14.5
234,Umiray,PH,2022-01-24 20:36:18,15.2206,121.4111,76.75,87,100,11.68
235,Gimli,CA,2022-01-24 20:36:19,50.6336,-96.9907,-5.87,64,98,8.05
236,Kondopoga,RU,2022-01-24 20:36:19,62.2057,34.2614,28.08,92,100,12.77
237,Cockburn Town,TC,2022-01-24 20:36:19,21.4612,-71.1419,78.15,69,0,7.54
238,Atar,MR,2022-01-24 20:36:20,20.5169,-13.0499,76.08,14,100,6.89
239,Margate,GB,2022-01-24 20:36:20,51.3813,1.3862,40.91,79,49,1.99
240,Bubaque,GW,2022-01-24 20:36:20,11.2833,-15.8333,79.48,63,67,11.9
241,Dedougou,BF,2022-01-24 20:36:20,12.4667,-3.4667,72.46,11,0,8.08
242,Morondava,MG,2022-01-24 20:36:21,-20.2833,44.2833,80.22,79,100,11.39
243,Woodward,US,2022-01-24 20:36:21,36.4337,-99.3904,62.96,29,0,13.8
244,Alofi,NU,2022-01-24 20:36:22,-19.0595,-169.9187,84.09,74,40,8.05
245,Fairbanks,US,2022-01-24 20:31:52,64.8378,-147.7164,41.34,65,75,9.22
246,Puerto Escondido,MX,2022-01-24 20:36:22,15.85,-97.0667,88.63,58,0,8.05
247,Haines Junction,CA,2022-01-24 20:36:22,60.7522,-137.5108,35.55,60,99,10.36
248,Strathmore,CA,2022-01-24 20:36:23,51.0501,-113.3852,38.39,99,100,13.0
249,Quatre Cocos,MU,2022-01-24 20:36:23,-20.2078,57.7625,78.91,64,51,18.97
250,Fort Nelson,CA,2022-01-24 20:36:23,58.8053,-122.7002,24.39,93,75,3.44
251,Iglesias,IT,2022-01-24 20:36:23,39.3114,8.535,43.79,81,0,2.33
252,Grants Pass,US,2022-01-24 20:33:13,42.439,-123.3284,57.88,34,0,4.61
253,Dingle,PH,2022-01-24 20:36:24,10.9995,122.6711,74.1,94,98,8.57
254,Tombouctou,ML,2022-01-24 20:36:24,20.0,-3.0,67.05,11,91,11.18
255,Lubango,AO,2022-01-24 20:36:24,-14.9172,13.4925,61.92,84,87,4.52
256,Arlit,NE,2022-01-24 20:36:25,18.7369,7.3853,60.57,19,2,15.12
257,Kjollefjord,NO,2022-01-24 20:36:25,70.9457,27.3465,28.45,70,100,37.71
258,Floriano,BR,2022-01-24 20:36:25,-6.7669,-43.0225,82.29,65,95,2.17
259,Beisfjord,NO,2022-01-24 20:36:25,68.3751,17.5988,29.05,93,100,11.52
260,Victoria,HK,2022-01-24 20:31:30,22.2855,114.1577,66.38,84,100,8.99
261,Mazatlan,MX,2022-01-24 20:36:21,23.2167,-106.4167,75.02,72,75,3.0
262,Rio Grande,BR,2022-01-24 20:36:26,-32.035,-52.0986,89.71,90,71,9.42
263,Sangar,RU,2022-01-24 20:36:26,63.9242,127.4739,-24.41,100,99,2.39
264,Nelson Bay,AU,2022-01-24 20:36:26,-32.7167,152.15,73.0,93,94,3.78
265,Ruwi,OM,2022-01-24 20:36:27,23.5996,58.5507,64.09,58,0,6.93
266,Bafra,TR,2022-01-24 20:36:27,41.5678,35.9069,37.81,74,98,8.52
267,Morant Bay,JM,2022-01-24 20:36:27,17.8815,-76.4093,83.82,69,36,6.49
268,Itarantim,BR,2022-01-24 20:36:28,-15.6597,-40.0656,74.82,80,100,3.89
269,Port Keats,AU,2022-01-24 20:36:28,-14.25,129.55,77.81,88,100,8.39
270,Sao Joao Da Barra,BR,2022-01-24 20:37:28,-21.6403,-41.0511,82.49,84,27,14.45
271,Severodvinsk,RU,2022-01-24 20:37:28,64.5635,39.8302,26.71,90,100,17.45
272,Huasahuasi,PE,2022-01-24 20:37:29,-11.3167,-75.6167,47.07,82,100,7.34
273,Richards Bay,ZA,2022-01-24 20:37:29,-28.783,32.0377,72.03,81,4,7.9
274,Kidal,ML,2022-01-24 20:37:29,18.4411,1.4078,65.34,16,24,11.25
275,Naze,JP,2022-01-24 20:37:29,28.3667,129.4833,59.11,82,99,16.46
276,Lhokseumawe,ID,2022-01-24 20:37:30,5.1801,97.1507,76.87,85,76,4.16
277,Motoseni,RO,2022-01-24 20:37:30,46.3333,27.3833,13.3,68,100,15.28
278,Ardakan,IR,2022-01-24 20:37:30,32.31,54.0175,43.18,21,1,5.75
279,Puro,PH,2022-01-24 20:37:31,12.4841,123.3827,76.87,88,100,11.9
280,Ola,RU,2022-01-24 20:33:10,59.5833,151.2833,-18.96,89,66,7.4
